num_ingredients,num_steps,desc_len,vote_count,instr_len,ingr_len,time_cue_count,cuisine,course,diet,total_time_min,is_quick
9,17,586,268,1472,129,5,Indian,Dessert,Vegetarian,420.0,0
8,14,703,3898,1713,87,9,Other,Dessert,Vegetarian,60.0,0
12,9,436,2160,822,195,5,Bengali Recipes,Dessert,Vegetarian,120.0,0
7,13,665,979,1212,102,5,Bengali Recipes,Dessert,Vegetarian,35.0,1
15,11,706,1400,1171,195,4,North Indian Recipes,Lunch,High Protein Vegetarian,55.0,0
10,10,420,2318,889,72,0,North Indian Recipes,Lunch,Vegetarian,50.0,0
11,5,335,1049,644,89,0,North Indian Recipes,Lunch,Vegetarian,80.0,0
5,11,883,573,877,97,5,Other,Dessert,Vegetarian,30.0,1
7,8,311,1351,585,108,4,South Indian Recipes,Snack,Vegetarian,20.0,1
8,5,454,240,587,99,0,Other,Main Course,Vegetarian,40.0,1
12,9,457,816,655,162,4,Other,Side Dish,Vegetarian,65.0,0
10,6,290,196,589,78,0,North Indian Recipes,Lunch,Vegetarian,45.0,1
20,19,640,286,2693,315,11,Other,Dinner,Non Vegeterian,180.0,0
18,4,406,78,609,167,0,South Indian Recipes,Lunch,Vegetarian,50.0,0
6,7,561,333,550,98,1,Other,Side Dish,Vegetarian,25.0,1
30,6,299,280,1004,218,0,Other,Lunch,Vegetarian,65.0,0
5,5,725,885,466,75,3,Karnataka,Snack,Vegetarian,15.0,1
11,6,422,227,410,92,0,Kerala Recipes,Side Dish,Vegetarian,30.0,1
12,11,462,1003,809,190,1,Andhra,South Indian Breakfast,Vegetarian,330.0,0
14,9,586,1030,825,223,7,Bengali Recipes,Snack,Vegetarian,65.0,0
17,13,700,3943,826,296,4,Indian,Snack,Vegetarian,50.0,0
19,6,473,219,562,176,0,North Indian Recipes,Dinner,Vegetarian,50.0,0
10,13,638,686,1318,170,3,Tamil Nadu,Snack,Vegetarian,60.0,0
9,9,671,892,877,156,6,South Indian Recipes,Snack,Vegetarian,165.0,0
8,7,381,1130,537,125,6,South Indian Recipes,Side Dish,Vegetarian,15.0,1
9,4,532,1294,677,87,1,Continental,World Breakfast,Vegetarian,30.0,1
6,8,386,458,654,89,7,Bengali Recipes,Dessert,Vegetarian,60.0,0
14,15,1557,478,1497,197,5,Other,Dinner,High Protein Vegetarian,40.0,1
9,3,734,146,365,118,0,Continental,Unknown,High Protein Vegetarian,15.0,1
8,6,697,804,528,111,1,Other,Side Dish,Vegetarian,25.0,1
10,4,548,556,389,139,0,Other,Appetizer,Vegetarian,15.0,1
14,17,684,679,1469,204,13,South Indian Recipes,Snack,Vegetarian,30.0,1
6,5,620,763,556,68,1,Indian,Snack,Vegetarian,20.0,1
9,5,572,1447,683,151,2,Tamil Nadu,Lunch,Vegetarian,15.0,1
14,5,478,692,661,121,0,Other,Lunch,Vegetarian,60.0,0
4,15,592,915,1785,27,10,Karnataka,Dessert,Vegetarian,50.0,0
16,6,388,476,798,159,0,Indian,Lunch,High Protein Vegetarian,60.0,0
4,8,369,981,1215,35,2,Other,Snack,Vegetarian,280.0,0
10,7,783,3856,591,172,3,Indian,Snack,Vegetarian,400.0,0
12,3,521,221,430,172,0,Continental,Appetizer,Vegetarian,30.0,1
10,14,317,1790,1541,149,6,Karnataka,Dessert,Vegetarian,80.0,0
12,9,905,1956,1033,228,3,South Indian Recipes,Snack,Vegetarian,65.0,0
8,4,728,923,472,87,0,Continental,World Breakfast,Vegetarian,25.0,1
13,6,300,69,656,127,0,Other,Lunch,Vegetarian,60.0,0
13,10,393,339,1225,205,1,Indian,Appetizer,Vegetarian,55.0,0
22,9,283,355,1046,210,0,Indian,Lunch,Vegetarian,60.0,0
7,8,552,684,1165,153,6,Indian,Snack,Non Vegeterian,50.0,0
7,11,489,775,810,96,4,South Indian Recipes,Snack,Vegetarian,150.0,0
16,6,405,185,567,140,0,Other,Dinner,High Protein Vegetarian,45.0,1
8,7,542,1903,613,115,5,South Indian Recipes,Side Dish,Vegetarian,15.0,1
9,8,392,791,1339,155,8,Indian,Snack,Vegetarian,90.0,0
15,11,415,1227,899,229,6,South Indian Recipes,South Indian Breakfast,Vegetarian,35.0,1
8,6,572,375,583,107,4,Bengali Recipes,Side Dish,Vegetarian,40.0,1
8,8,489,810,1226,107,10,Andhra,Snack,Vegetarian,60.0,0
16,13,399,9604,1017,293,4,South Indian Recipes,Snack,High Protein Vegetarian,70.0,0
8,10,345,7025,899,118,2,Gujarati Recipes﻿,Snack,Vegetarian,60.0,0
10,8,889,888,1082,182,1,Indian,Appetizer,Vegetarian,45.0,1
5,4,74,842,554,80,0,Indian,Snack,High Protein Vegetarian,35.0,1
15,17,65,17820,2274,210,8,Other,Snack,Vegetarian,70.0,0
11,12,850,6065,748,165,3,Karnataka,Snack,Vegetarian,360.0,0
11,8,494,2001,593,166,2,South Indian Recipes,Snack,Vegetarian,50.0,0
6,15,537,515,1358,70,5,Other,Snack,Vegetarian,40.0,1
17,24,489,10360,3555,274,13,North Indian Recipes,Snack,Vegetarian,130.0,0
23,8,392,252,1235,188,0,Other,Lunch,Vegetarian,80.0,0
17,7,346,143,866,150,0,Other,Lunch,Vegetarian,50.0,0
12,10,487,2898,914,175,3,Kerala Recipes,Lunch,Vegetarian,40.0,1
15,10,466,439,860,210,1,Indian,Snack,High Protein Vegetarian,40.0,1
12,9,439,683,628,209,1,South Indian Recipes,Snack,Vegetarian,50.0,0
5,8,536,1214,670,65,3,North Indian Recipes,Snack,Vegetarian,30.0,1
13,10,389,2226,1230,215,5,South Indian Recipes,Snack,Vegetarian,30.0,1
11,10,278,808,1651,171,10,South Indian Recipes,Snack,Vegetarian,65.0,0
10,12,0,488,1095,99,2,Indian,Snack,Vegetarian,25.0,1
8,10,675,2935,1010,92,3,Kerala Recipes,Snack,Vegetarian,65.0,0
11,7,634,945,900,169,1,South Indian Recipes,Snack,Vegetarian,105.0,0
15,16,726,1189,1348,253,4,Maharashtrian Recipes,Snack,Vegetarian,40.0,1
10,8,606,4456,923,167,3,North Indian Recipes,Lunch,Vegetarian,25.0,1
13,11,366,191,1159,221,5,Other,Appetizer,Vegetarian,25.0,1
13,6,1212,564,660,194,3,North Indian Recipes,Snack,High Protein Vegetarian,40.0,1
12,10,596,2901,870,198,3,North Indian Recipes,Snack,Vegetarian,40.0,1
7,13,703,556,982,90,1,Kerala Recipes,Snack,Vegetarian,40.0,1
13,12,415,344,687,207,3,Other,Snack,High Protein Vegetarian,45.0,1
8,10,815,358,2048,106,11,Continental,Dessert,Vegetarian,60.0,0
11,13,405,621,1046,144,4,Indian,Side Dish,Vegetarian,50.0,0
12,19,1182,2980,2132,216,11,North Indian Recipes,Appetizer,Vegetarian,55.0,0
14,8,922,909,1102,231,5,Other,Lunch,Diabetic Friendly,30.0,1
13,9,445,198,1096,164,3,Continental,World Breakfast,Eggetarian,40.0,1
12,9,450,2614,1049,176,1,Other,Appetizer,Vegetarian,40.0,1
15,6,646,1066,731,266,2,Tamil Nadu,Side Dish,Diabetic Friendly,30.0,1
10,4,444,1897,918,158,1,Indian,Side Dish,Vegetarian,30.0,1
23,13,410,419,1225,326,1,Other,Appetizer,Vegetarian,100.0,0
17,7,658,692,649,225,3,Other,Lunch,Vegetarian,30.0,1
10,7,454,3297,838,112,3,Other,Appetizer,Vegetarian,40.0,1
7,10,710,801,916,102,0,Indian,Appetizer,Non Vegeterian,35.0,1
25,12,453,829,1152,496,7,Indian,Appetizer,Vegetarian,120.0,0
11,9,629,841,718,192,3,Other,Appetizer,Non Vegeterian,30.0,1
9,13,382,215,870,130,4,Continental,Dessert,Eggetarian,65.0,0
11,7,596,611,490,132,2,Fusion,Appetizer,Vegetarian,20.0,1
13,14,675,1322,1016,205,1,Karnataka,Snack,Vegetarian,50.0,0
12,13,482,451,1416,173,6,Continental,Dessert,Eggetarian,85.0,0
6,5,548,2636,842,113,7,South Indian Recipes,Side Dish,Vegetarian,25.0,1
8,5,636,2324,795,99,11,Kerala Recipes,South Indian Breakfast,Vegetarian,545.0,0
8,6,570,520,652,114,3,Other,Main Course,High Protein Vegetarian,545.0,0
18,11,431,3867,1188,326,7,Other,Lunch,High Protein Vegetarian,580.0,0
9,8,829,260,1006,107,4,Other,Dessert,Vegetarian,50.0,0
8,7,622,182,1307,139,2,Continental,Dinner,Gluten Free,50.0,0
9,7,481,493,728,129,2,Indian,Side Dish,Diabetic Friendly,30.0,1
9,9,781,192,1460,139,4,South Indian Recipes,Dinner,Vegetarian,45.0,1
8,11,310,686,697,101,5,Indian,Side Dish,Vegetarian,90.0,0
10,6,395,847,636,135,2,Indian,Side Dish,Vegetarian,30.0,1
8,6,568,488,1136,138,1,Bengali Recipes,Dinner,Vegetarian,50.0,0
15,9,685,3198,955,207,1,Andhra,Side Dish,Vegetarian,30.0,1
9,14,512,847,982,116,3,Continental,Dessert,Vegetarian,35.0,1
10,10,413,6447,1156,132,7,South Indian Recipes,Snack,Vegetarian,53.0,0
7,4,382,1569,738,94,4,Bengali Recipes,Side Dish,Vegetarian,30.0,1
11,7,332,571,458,181,3,Continental,Dinner,Vegetarian,30.0,1
8,12,490,1535,940,93,5,Continental,World Breakfast,Vegetarian,60.0,0
9,8,332,1091,744,159,3,North Indian Recipes,Snack,Vegetarian,30.0,1
10,11,585,877,1477,167,11,Bengali Recipes,Dinner,High Protein Vegetarian,40.0,1
12,10,525,7238,1006,198,7,Karnataka,Side Dish,Diabetic Friendly,30.0,1
14,19,756,609,1538,200,2,Indian,Indian Breakfast,Vegetarian,60.0,0
6,9,637,142,703,102,0,Italian Recipes,Appetizer,Vegetarian,15.0,1
10,13,406,5721,1044,175,2,Indian,Dinner,Vegetarian,40.0,1
7,10,454,905,933,123,0,Indian,Side Dish,Vegetarian,30.0,1
15,7,726,2919,1006,231,5,Andhra,Main Course,Diabetic Friendly,40.0,1
12,6,597,597,841,225,5,Tamil Nadu,Main Course,Diabetic Friendly,530.0,0
9,5,533,337,633,130,1,Continental,World Breakfast,Eggetarian,65.0,0
3,5,609,759,442,47,3,North Indian Recipes,Appetizer,Vegetarian,10.0,1
12,14,961,392,1401,155,4,Other,Dessert,Vegetarian,190.0,0
15,7,695,1064,844,251,6,Tamil Nadu,Side Dish,Vegetarian,40.0,1
9,8,584,288,1046,134,4,Other,Dessert,Vegetarian,35.0,1
8,6,473,235,490,117,2,Continental,World Breakfast,Diabetic Friendly,20.0,1
11,5,641,358,460,134,1,Other,World Breakfast,Vegetarian,25.0,1
8,14,564,900,928,116,2,Other,Dessert,Vegetarian,70.0,0
13,14,459,1010,1290,193,9,Kerala Recipes,Lunch,Non Vegeterian,55.0,0
19,13,442,709,1043,267,6,Bengali Recipes,Lunch,Non Vegeterian,50.0,0
12,17,583,785,1656,219,10,Continental,Dessert,Eggetarian,60.0,0
16,10,648,1643,912,248,2,North Indian Recipes,Lunch,High Protein Non Vegetarian,70.0,0
19,12,596,794,1194,317,11,Bengali Recipes,Lunch,Non Vegeterian,55.0,0
9,11,365,968,1200,169,3,Indian,North Indian Breakfast,Vegetarian,45.0,1
22,17,853,317,1486,339,11,Other,Lunch,High Protein Non Vegetarian,130.0,0
9,14,394,360,793,126,4,Continental,Dessert,Vegetarian,51.0,0
19,14,745,2160,1245,316,5,Kerala Recipes,Lunch,Non Vegeterian,60.0,0
8,11,357,6146,875,126,2,South Indian Recipes,Side Dish,Vegetarian,25.0,1
12,15,739,3386,1944,157,6,North Indian Recipes,Dinner,Vegetarian,190.0,0
11,8,407,541,762,166,4,South Indian Recipes,Side Dish,Vegetarian,30.0,1
12,7,404,4649,1368,240,3,Maharashtrian Recipes,Indian Breakfast,Vegetarian,55.0,0
6,9,762,998,1472,75,7,Other,Unknown,No Onion No Garlic (Sattvic),30.0,1
19,10,685,4824,752,324,6,Other,Lunch,Non Vegeterian,30.0,1
11,5,567,4107,618,164,4,Tamil Nadu,Side Dish,Vegetarian,40.0,1
10,15,358,5907,1526,170,4,Indian,Indian Breakfast,Vegetarian,40.0,1
10,10,541,253,946,151,1,Italian Recipes,Appetizer,Non Vegeterian,35.0,1
9,16,586,961,1515,145,9,Indian,Dessert,Vegetarian,90.0,0
9,11,581,3146,763,128,2,North Indian Recipes,Dinner,Vegetarian,60.0,0
21,14,552,1780,1280,346,4,Other,Lunch,Non Vegeterian,70.0,0
7,6,493,824,631,58,0,Bengali Recipes,Side Dish,No Onion No Garlic (Sattvic),25.0,1
13,11,943,3133,955,215,2,Indian,Lunch,Non Vegeterian,70.0,0
3,15,543,4293,927,30,1,Maharashtrian Recipes,North Indian Breakfast,Vegetarian,45.0,1
7,13,485,6573,712,102,2,Maharashtrian Recipes,Lunch,Vegetarian,50.0,0
19,17,559,859,1490,269,4,Bengali Recipes,Lunch,Non Vegeterian,100.0,0
16,13,722,8137,1138,253,3,Bengali Recipes,Lunch,Vegetarian,30.0,1
5,7,345,1899,557,96,2,Indian,Indian Breakfast,Vegetarian,50.0,0
22,13,337,1623,1824,346,6,Other,Dinner,Vegetarian,55.0,0
14,15,206,3306,1537,259,9,South Indian Recipes,Lunch,Vegetarian,50.0,0
15,13,627,1179,915,217,8,Bengali Recipes,Lunch,Non Vegeterian,40.0,1
15,24,848,271,2596,212,8,Continental,Dessert,Eggetarian,315.0,0
10,7,344,1531,623,167,4,Indian,Indian Breakfast,Vegetarian,60.0,0
3,12,257,595,764,21,3,South Indian Recipes,South Indian Breakfast,Gluten Free,65.0,0
5,10,793,2532,1029,88,2,North Indian Recipes,Indian Breakfast,Vegetarian,55.0,0
18,16,492,1463,1422,299,8,Other,Dinner,Non Vegeterian,70.0,0
13,10,437,432,1123,227,3,Indian,Indian Breakfast,Vegetarian,55.0,0
14,10,804,4025,1251,207,5,Kerala Recipes,Lunch,High Protein Non Vegetarian,45.0,1
14,8,765,1128,970,191,2,Indian,Appetizer,Non Vegeterian,50.0,0
11,12,831,21277,1158,159,3,Other,Dessert,Eggetarian,90.0,0
7,9,615,125,935,89,4,North Indian Recipes,Appetizer,Vegetarian,40.0,1
12,11,433,215,1967,198,5,Continental,Dessert,Eggetarian,70.0,0
12,10,431,580,1170,216,11,North Indian Recipes,Dinner,High Protein Vegetarian,30.0,1
18,9,387,573,966,256,3,South Indian Recipes,Lunch,Non Vegeterian,35.0,1
11,12,976,500,2189,135,5,Continental,Dessert,Eggetarian,35.0,1
14,10,379,1296,690,231,3,Other,Lunch,High Protein Vegetarian,165.0,0
14,7,309,196,1441,205,2,Continental,Dessert,Eggetarian,80.0,0
9,10,396,1028,705,108,3,Kerala Recipes,Dinner,Vegetarian,25.0,1
12,12,323,409,863,188,3,Continental,Dessert,Eggetarian,60.0,0
11,17,809,708,2249,168,8,Continental,Dessert,Eggetarian,90.0,0
6,5,596,554,1024,113,5,Continental,Dessert,Vegan,50.0,0
11,9,680,10621,1474,174,0,Other,Dessert,Vegan,60.0,0
10,10,446,818,1582,203,6,Other,Dessert,Vegetarian,65.0,0
13,7,532,697,1565,209,4,Continental,Dessert,Eggetarian,65.0,0
9,10,988,2655,1609,148,7,North Indian Recipes,Lunch,Vegetarian,40.0,1
14,9,865,3244,1637,208,12,Karnataka,Lunch,High Protein Vegetarian,40.0,1
15,10,499,717,1405,227,7,South Indian Recipes,Lunch,Vegetarian,40.0,1
11,9,518,3661,1510,193,11,Indian,Side Dish,High Protein Vegetarian,51.0,0
13,7,759,3796,1215,198,5,Maharashtrian Recipes,Lunch,High Protein Vegetarian,55.0,0
20,14,540,5943,1797,333,9,Other,Lunch,High Protein Vegetarian,45.0,1
10,9,530,6602,1255,135,7,Andhra,Lunch,High Protein Vegetarian,46.0,0
6,6,479,244,806,63,5,Continental,Dessert,Vegetarian,60.0,0
9,7,391,3026,515,127,2,Karnataka,Lunch,Vegetarian,40.0,1
18,10,717,1755,793,304,6,Kerala Recipes,Lunch,Vegetarian,35.0,1
17,18,633,241,2194,261,9,Continental,Dinner,Vegetarian,105.0,0
8,8,859,314,1266,129,3,Continental,Dessert,Eggetarian,60.0,0
9,15,424,165,1361,116,7,Continental,Dinner,Eggetarian,125.0,0
19,11,498,2051,1078,388,7,North Indian Recipes,Lunch,High Protein Vegetarian,40.0,1
6,11,704,347,1335,95,4,Continental,Dessert,Vegetarian,50.0,0
18,20,429,174,2247,272,7,Other,Lunch,Vegetarian,135.0,0
5,8,660,1193,589,71,5,Continental,Dessert,Vegetarian,135.0,0
4,10,821,199,1324,60,9,Continental,Dessert,Vegetarian,120.0,0
8,13,505,424,1294,103,6,Continental,Dessert,Vegetarian,45.0,1
14,21,661,386,3203,233,17,Continental,Dessert,Vegetarian,210.0,0
9,12,708,225,1364,146,4,Continental,Dessert,Vegetarian,60.0,0
7,10,657,1439,1077,94,5,Continental,Snack,Unknown,22.0,1
6,13,529,252,1587,63,7,Continental,Dinner,Non Vegeterian,180.0,0
11,8,604,1409,991,139,2,Continental,Dessert,Vegetarian,80.0,0
9,7,3,1562,972,129,3,Continental,Snack,Vegetarian,60.0,0
19,9,711,1571,908,364,3,South Indian Recipes,Side Dish,Diabetic Friendly,50.0,0
15,18,463,664,2185,227,3,Continental,Dessert,Eggetarian,120.0,0
9,11,752,409,1310,118,4,Other,Dessert,Eggetarian,60.0,0
12,7,621,2596,938,171,5,North Indian Recipes,Lunch,Vegetarian,50.0,0
19,12,607,394,1777,291,10,Other,Main Course,Vegan,85.0,0
6,14,512,243,2013,96,11,Continental,Dessert,Eggetarian,60.0,0
10,6,644,843,799,145,1,Other,Side Dish,Vegetarian,30.0,1
7,9,685,285,1362,109,2,Other,Appetizer,Vegetarian,60.0,0
9,10,459,194,667,117,1,Italian Recipes,Side Dish,Vegetarian,25.0,1
11,19,488,252,2755,177,8,Continental,Dessert,Vegetarian,45.0,1
9,6,347,135,821,112,3,Continental,Dessert,Vegetarian,65.0,0
15,9,603,847,944,232,5,Other,Lunch,High Protein Vegetarian,45.0,1
11,15,502,764,2006,151,9,Continental,Snack,Vegetarian,65.0,0
11,9,660,1529,894,151,3,Other,Dinner,High Protein Vegetarian,40.0,1
12,7,374,405,842,232,5,Andhra,Side Dish,Vegetarian,40.0,1
11,16,732,662,1192,174,4,South Indian Recipes,Side Dish,Vegetarian,40.0,1
8,10,230,597,503,112,1,Continental,Dessert,Vegetarian,60.0,0
11,7,546,2120,696,146,3,Indian,Side Dish,Vegetarian,45.0,1
2,10,435,213,1243,14,7,Other,Unknown,Unknown,32.0,1
13,10,651,5992,1016,207,6,South Indian Recipes,Lunch,Diabetic Friendly,50.0,0
10,12,276,1097,618,120,3,South Indian Recipes,Side Dish,Vegetarian,40.0,1
2,6,646,12275,955,18,2,Other,Unknown,Unknown,25.0,1
9,6,656,697,490,93,1,Indian,Side Dish,Vegetarian,35.0,1
12,11,528,422,626,231,3,South Indian Recipes,Side Dish,Diabetic Friendly,40.0,1
6,4,669,1474,257,101,0,South Indian Recipes,Side Dish,No Onion No Garlic (Sattvic),40.0,1
7,6,690,2840,401,97,1,South Indian Recipes,Side Dish,Vegetarian,40.0,1
12,12,914,1608,954,197,6,Other,Side Dish,Diabetic Friendly,40.0,1
10,9,538,443,1044,129,6,South Indian Recipes,Side Dish,Vegetarian,15.0,1
11,13,408,265,949,144,5,Continental,Snack,Vegetarian,60.0,0
17,15,538,573,1734,276,6,Continental,Dessert,Vegetarian,85.0,0
12,7,786,2590,784,217,5,South Indian Recipes,Side Dish,Vegetarian,50.0,0
8,15,535,919,772,148,2,South Indian Recipes,Side Dish,Diabetic Friendly,40.0,1
10,11,698,3043,1302,176,5,North Indian Recipes,North Indian Breakfast,Gluten Free,90.0,0
11,7,642,1688,506,178,0,Other,Side Dish,Vegetarian,30.0,1
9,13,522,738,1035,105,2,Indian,Side Dish,Vegetarian,40.0,1
11,14,687,894,1892,185,6,Kerala Recipes,Side Dish,Vegetarian,35.0,1
12,11,724,1082,1486,154,4,Continental,Dessert,Vegetarian,50.0,0
7,16,269,330,812,77,3,Continental,Dessert,Vegetarian,60.0,0
5,10,414,155,569,43,3,Italian Recipes,Dessert,Vegetarian,270.0,0
12,9,442,756,554,201,1,Other,South Indian Breakfast,Vegan,25.0,1
16,8,336,5331,1281,249,4,North Indian Recipes,North Indian Breakfast,Vegetarian,55.0,0
7,7,849,293,659,112,4,Other,Dessert,Eggetarian,50.0,0
12,8,126,124,820,167,4,Continental,Appetizer,Vegetarian,120.0,0
5,10,346,511,1305,98,9,Continental,Dessert,Vegetarian,260.0,0
4,10,392,1216,1266,48,4,Continental,Unknown,Unknown,80.0,0
7,10,674,1020,760,135,5,Rajasthani,Dinner,High Protein Vegetarian,50.0,0
15,10,71,508,685,236,2,Indian,Lunch,Unknown,80.0,0
19,10,63,691,1048,297,6,Rajasthani,Dinner,High Protein Vegetarian,60.0,0
16,18,835,1850,1869,261,6,Other,Lunch,Vegetarian,105.0,0
4,16,646,2772,2530,66,9,Other,World Breakfast,Vegetarian,165.0,0
8,11,584,1590,1289,113,3,Other,Appetizer,Vegetarian,225.0,0
10,10,481,2722,686,119,3,Tamil Nadu,Side Dish,Diabetic Friendly,20.0,1
12,10,471,1518,979,214,0,Other,Dinner,Vegetarian,25.0,1
12,14,426,446,2277,207,15,Other,Main Course,Vegetarian,55.0,0
3,10,916,703,1421,41,14,Other,Unknown,Unknown,50.0,0
6,14,498,844,1764,106,12,Other,Appetizer,Vegetarian,85.0,0
10,10,609,4569,1271,189,4,North Indian Recipes,Lunch,Vegetarian,40.0,1
12,9,398,1906,748,161,3,Continental,Snack,Eggetarian,60.0,0
5,11,400,396,1305,79,4,Continental,Snack,Vegetarian,55.0,0
7,10,596,2298,1031,81,5,Continental,Snack,Vegetarian,50.0,0
12,7,193,264,946,175,3,Continental,Snack,Vegetarian,55.0,0
8,5,613,1851,537,102,0,Continental,Snack,Vegetarian,40.0,1
5,13,716,2308,1619,65,4,Other,Unknown,Unknown,75.0,0
8,15,542,316,1998,127,6,Continental,Snack,Vegetarian,50.0,0
2,4,651,739,545,14,3,Other,Unknown,Unknown,6.0,1
17,24,397,919,3234,278,9,Continental,Dessert,Eggetarian,260.0,0
4,5,399,1009,998,85,8,Continental,Snack,Vegetarian,40.0,1
12,19,755,4164,1296,192,7,Continental,Dessert,Vegetarian,50.0,0
9,21,694,465,1235,143,7,Continental,Dessert,Vegetarian,45.0,1
11,8,389,209,1068,168,4,Continental,Dessert,Eggetarian,60.0,0
9,12,832,780,1329,105,9,Continental,Dessert,Vegetarian,55.0,0
18,7,661,408,1050,275,2,Other,Lunch,Vegetarian,50.0,0
6,11,327,1012,1529,127,5,Italian Recipes,Side Dish,Vegetarian,75.0,0
3,6,291,8530,895,62,12,Other,Side Dish,Vegetarian,20.0,1
4,5,448,329,581,78,1,Continental,Snack,Vegetarian,50.0,0
15,16,490,549,1178,195,4,Continental,Dessert,Eggetarian,55.0,0
8,9,445,2880,1705,96,12,Other,Lunch,Vegetarian,40.0,1
5,8,317,121,743,64,8,Continental,Dessert,Vegetarian,250.0,0
7,8,559,1652,361,100,3,Other,Lunch,Vegetarian,30.0,1
14,12,518,7401,818,241,2,Indian,Lunch,Vegetarian,40.0,1
9,12,119,976,1413,108,7,Continental,Dessert,Eggetarian,65.0,0
3,6,563,2843,514,24,1,Continental,Dessert,Vegetarian,30.0,1
2,4,532,488,660,20,1,Other,Unknown,Unknown,25.0,1
13,14,582,526,1918,195,2,Other,Dinner,High Protein Vegetarian,50.0,0
10,11,353,487,756,157,1,Indian,Dinner,Vegetarian,35.0,1
15,14,461,641,1126,225,3,North Indian Recipes,Dinner,Vegetarian,40.0,1
11,12,914,1044,997,172,3,North Indian Recipes,Side Dish,Diabetic Friendly,70.0,0
15,7,335,656,632,220,3,Continental,Side Dish,Vegetarian,20.0,1
5,4,536,742,488,57,0,Other,Appetizer,Vegetarian,25.0,1
9,14,751,4260,1599,139,13,Tamil Nadu,South Indian Breakfast,Vegetarian,55.0,0
9,9,282,7475,606,164,4,Indian,Lunch,Vegetarian,40.0,1
6,22,721,1004,2517,67,12,Italian Recipes,Dessert,Vegetarian,140.0,0
5,9,489,435,1672,78,5,Other,Appetizer,Vegetarian,150.0,0
10,5,532,555,551,113,0,Other,Side Dish,Vegetarian,25.0,1
8,8,583,1483,796,132,6,Other,Lunch,High Protein Vegetarian,40.0,1
6,8,393,263,804,62,2,Continental,Dessert,Vegetarian,495.0,0
11,12,530,2338,839,175,1,Kerala Recipes,Lunch,Vegetarian,40.0,1
11,12,741,505,1219,169,2,Kerala Recipes,Lunch,Vegetarian,50.0,0
11,9,612,4280,619,165,2,South Indian Recipes,Lunch,Vegetarian,20.0,1
11,11,491,6681,973,148,3,Maharashtrian Recipes,Dinner,Vegetarian,35.0,1
12,8,363,632,715,197,1,Tamil Nadu,Lunch,Vegetarian,35.0,1
10,10,869,2626,648,184,0,Rajasthani,Lunch,Vegetarian,40.0,1
9,10,694,565,1022,116,5,Kerala Recipes,Lunch,Vegetarian,30.0,1
6,9,414,509,1118,79,4,Continental,Dessert,Vegetarian,255.0,0
13,10,422,901,712,213,1,Rajasthani,Lunch,Vegetarian,55.0,0
14,10,593,1314,786,178,0,Kerala Recipes,Lunch,Vegetarian,40.0,1
6,6,1195,3812,955,93,7,Other,Unknown,Unknown,20.0,1
9,8,1010,6227,1093,140,3,Indian,Lunch,Vegetarian,50.0,0
12,16,443,504,853,183,3,North Indian Recipes,Dinner,Vegetarian,30.0,1
13,15,1004,272,892,192,6,Other,Lunch,High Protein Vegetarian,45.0,1
9,7,309,416,950,139,3,Continental,Unknown,Unknown,40.0,1
7,4,565,352,666,113,2,Other,Unknown,Unknown,10.0,1
10,10,518,415,892,148,8,South Indian Recipes,Lunch,Vegetarian,30.0,1
11,11,840,371,1188,145,8,Continental,Dinner,Vegetarian,45.0,1
8,16,442,672,1262,124,5,Bengali Recipes,Lunch,Vegetarian,40.0,1
3,4,478,926,587,55,1,Other,Unknown,Unknown,20.0,1
7,5,1368,1099,873,106,2,Continental,Snack,Vegetarian,35.0,1
9,15,516,1613,1005,164,3,Tamil Nadu,Lunch,Vegetarian,35.0,1
8,8,656,736,635,93,3,Other,Dessert,Vegetarian,280.0,0
11,15,563,2004,2096,193,6,Indian,Dinner,Vegan,60.0,0
5,8,489,218,864,45,5,Fusion,Dessert,Vegetarian,280.0,0
10,10,365,1067,643,156,4,Rajasthani,Lunch,Vegetarian,45.0,1
10,11,565,458,745,194,4,South Indian Recipes,Dinner,Vegetarian,40.0,1
22,12,296,461,1189,395,6,North Indian Recipes,Lunch,Vegetarian,55.0,0
9,5,733,788,596,136,2,Other,Lunch,Vegetarian,45.0,1
1,6,495,1634,518,6,8,Other,Unknown,Unknown,20.0,1
13,8,453,259,1184,186,0,Continental,Dessert,Vegetarian,60.0,0
12,14,490,428,1071,109,5,Continental,Dessert,Vegetarian,325.0,0
1,3,532,1259,351,14,1,Other,Unknown,Unknown,20.0,1
15,11,388,680,899,231,2,North Indian Recipes,Lunch,Vegetarian,20.0,1
9,7,686,2075,568,127,0,Bengali Recipes,Lunch,Vegetarian,45.0,1
7,10,381,8160,733,120,2,Indian,Dinner,Vegetarian,30.0,1
8,5,540,1471,359,101,2,Continental,Side Dish,Vegetarian,10.0,1
10,9,513,230,811,118,1,Italian Recipes,Dessert,Vegetarian,280.0,0
22,16,688,1718,1964,326,8,South Indian Recipes,Lunch,Vegetarian,95.0,0
10,10,1395,2409,1267,169,7,North Indian Recipes,Lunch,Vegetarian,50.0,0
10,9,690,832,841,203,2,Other,Lunch,Vegetarian,35.0,1
4,7,385,1795,1671,38,12,Indian,Unknown,Unknown,35.0,1
12,9,695,811,1209,172,5,Other,Side Dish,Vegetarian,60.0,0
4,8,347,793,859,77,6,Continental,Snack,Vegetarian,70.0,0
14,11,544,2310,738,201,6,South Indian Recipes,Lunch,Vegetarian,30.0,1
